link,updated,country,headquarters,industry,ceo,website,ticker,company_type,revenues,profits,market_value,employee_count,revenues_m,profits_m,assets_m,stockholder_equity_m,profit_margin,profit_as_percent_assets,profit_as_percent_equity
https://fortune.com/company/guangxi-investment-group/,8/5/24,China,"Nanning, China",Diversified Financials,Zhou Lian,https://www.gig.cn,,Private,"$33,428",$68,,"32,241","$33,428.16.9%",$68.1-18.9%,"$113,540.5-","$3,800-",0.2%,0.1%,1.8%
https://fortune.com/company/guangzhou-automobile-industry-group/,8/5/24,China,"Guangzhou, China",Motor Vehicles & Parts,Zeng Qinghong,https://www.gac.com.cn,,Private,"$71,386",$345,,"110,847","$71,386.1-7.7%",$345.4-44.6%,"$59,258.7-","$9,139.1-",0.5%,0.6%,3.8%
https://fortune.com/company/guangzhou-industrial-investment-holdings/,8/5/24,China,"Guangzhou, China",Industrial Machinery,Jing  Guangjun,https://www.giihg.com,,Public,"$38,345",$151,,"88,440","$38,345.24.8%",$150.7-35.6%,"$48,958.4-","$5,582.9-",0.4%,0.3%,2.7%
https://fortune.com/company/guangzhou-municipal-construction-group/,8/5/24,China,"Guangzhou, China",Engineering & Construction,Liang Huqing,https://www.gzmcg.com,,Private,"$42,403",$152,,"50,608","$42,403.28%",$1521.6%,"$29,896.7-","$2,699.2-",0.4%,0.5%,5.6%
https://fortune.com/company/guangzhou-pharmaceutical-holdings/,8/5/24,China,"Guangzhou, China",Pharmaceuticals,Li Chuyuan,https://www.gpc.com.cn,,Private,"$36,310",$324,,"35,391","$36,309.82.6%",$3244.1%,"$11,794.5-","$2,241-",0.9%,2.8%,14.5%
https://fortune.com/company/qingdao-haier/,1/29/25,China,"Qingdao, China","Home Equipment, Furnishings",Li Huagang,https://smart-home.haier.com/,HSHCY,Public,"$36,894","$2,583","$32,474","109,925","$36,928.82%","$2,344.47.2%","$35,698.4-","$14,584-",6.4%,6.6%,16.1%
https://fortune.com/company/hailiang-group/,8/5/24,China,"Hangzhou, China",Trading,Wang Lihong,https://www.hailiang.com,,Private,"$35,702",$32,,"26,727","$35,701.815.8%",$32.2-35.8%,"$10,308.3-","$2,940.9-",0.1%,0.3%,1.1%
https://fortune.com/company/hangzhou-industrial-investment-group/,8/5/24,China,"Hangzhou, China",Diversified Financials,Niu  Jian,https://www.hziam.com,,Private,"$37,398",$364,,"4,056","$37,39842%",$364.18.2%,"$12,096-","$2,823.2-",1%,3%,12.9%
https://fortune.com/company/hangzhou-iron-and-steel-group/,8/5/24,China,"Hangzhou, China",Metals,Zhang  Jiancheng,https://www.hzsteel.com,,Private,"$36,772",$197,,"11,492","$36,772.3-0.1%",$197.3-19.8%,"$14,862.9-","$3,947.3-",0.5%,1.3%,5%
https://fortune.com/company/hanwha/,8/5/24,South Korea,Seoul,Diversified Financials,Seung-Mo  Kim/Dong-Kwan Kim,https://www.hanwhacorp.co.kr,,Public,"$40,683",$291,"$1,574","69,345","$40,683.2-15.7%",$291.3-71.3%,"$161,907.5-","$8,330.1-",0.7%,0.2%,3.5%
https://fortune.com/company/hbis-group/,8/5/24,China,"Shijiazhuang, China",Metals,Yu Yong,https://www.hbisco.com,,Private,"$56,728",$24,,"97,802","$56,728.3-4.8%",$23.7-52.2%,"$76,868.2-","$8,679.7-",-,-,0.3%
https://fortune.com/company/hca-holdings/,1/29/25,U.S.,Nashville,Health Care: Medical Facilities,Samuel N. Hazen,https://www.hcahealthcare.com,HCA,Public,"$70,603","$5,760","$77,572","265,000","$64,9687.9%","$5,242-7.1%","$56,211-","$-1,774-",8.1%,9.3%,-
https://fortune.com/company/hd-hyundai/,8/5/24,South Korea,"Seongnam-si, Gyeonggi-do, South Korea",Petroleum Refining,Oh-Gap Kwon/Ki-Sun Chung,https://www.hd-hyundai.com,,Public,"$46,959",$203,"$4,345","34,097","$46,959-0.4%",$202.5-81.4%,"$52,479.4-","$5,656.5-",0.4%,0.4%,3.6%
https://fortune.com/company/hdfc-bank/,8/5/24,India,Mumbai,Banks: Commercial and Savings,Sashidhar  Jagdishan,https://www.hdfcbank.com/,,Public,"$49,299","$7,741","$147,749","213,527","$49,299.193.4%","$7,740.835.1%","$483,578.8-","$54,762.4-",15.7%,1.6%,14.1%
https://fortune.com/company/heineken/,1/29/25,Netherlands,Amsterdam,Beverages,Dolf van den Brink,https://www.theheinekencompany.com,HEINY,Public,"$33,164",$581,"$38,013","89,732","$32,823.18.67%","$1,269.2-10.15%","$60,479-","$10,750-",3.87%,2.1%,11.81%
https://fortune.com/company/hengli-group/,8/5/24,China,"Suzhou City, China",Textiles,Chen Jianhua,https://www.hengli.com,,Private,"$114,665",$981,,"173,250","$114,664.526.1%",$980.8175.2%,"$52,686.3-","$9,588.8-",0.9%,1.9%,10.2%
https://fortune.com/company/hitachi/,8/5/24,Japan,Tokyo,"Electronics, Electrical Equip.",Keiji Kojima,https://www.hitachi.com,HTHIY,Public,"$67,314","$4,082","$110,835","268,655","$67,313.8-16.3%","$4,081.5-14.9%","$80,817.9-","$37,717.9-",6.1%,5.1%,10.8%
https://fortune.com/company/home-depot/,1/29/25,U.S.,Atlanta,Specialty Retailers,Edward P. Decker,https://www.homedepot.com,HD,Public,"$154,596","$14,610","$403,395","463,100","$152,669-3%","$15,143-11.5%","$76,530-","$1,044-",9.9%,19.8%,1450.5%
https://fortune.com/company/hon-hai-precision-industry/,8/5/24,Taiwan,"New Taipei City, Taiwan","Electronics, Electrical Equip.",Young-Way Liu,https://www.honhai.com,HNHPF,Public,"$197,876","$4,563","$92,128","621,393","$197,876-11.1%","$4,562.9-4%","$128,549.6-","$48,718-",2.3%,3.6%,9.4%
https://fortune.com/company/honda-motor/,8/5/24,Japan,Tokyo,Motor Vehicles & Parts,Toshihiro Mibe,https://global.honda/,HMC,Public,"$141,349","$7,661","$56,819","194,993","$141,348.513.2%","$7,660.659.2%","$196,892.9-","$83,963.7-",5.4%,3.9%,9.1%
https://fortune.com/company/honeywell-international/,1/29/25,U.S.,"Charlotte, N.C.",Industrial Machinery,Vimal Kapur,https://www.honeywell.com,HON,Public,"$37,850","$5,683","$142,755","95,000","$36,6623.4%","$5,65813.9%","$61,525-","$15,856-",15.4%,9.2%,35.7%
https://fortune.com/company/hp/,1/29/25,U.S.,"Palo Alto, Calif.",Computers,Enrique J. Lores,https://www.hp.com,HPQ,Public,"$53,559","$2,775","$30,750","58,000","$53,718-14.6%","$3,2634.2%","$37,004-","$-1,069-",6.1%,8.8%,-
https://fortune.com/company/hsbc-holdings/,1/29/25,U.K.,London,Megabanks,Georges  Elhedery,https://www.hsbc.com,HSBC,Public,"$69,567","$23,600","$175,750","215,180","$134,90153.63%","$23,53346.76%","$3,038,677-","$185,329-",17.44%,0.77%,12.7%
https://fortune.com/company/huawei-investment-holding/,8/5/24,China,"Shenzhen, China",Network and Other Communications Equipment,Ren Zhengfei,https://www.huawei.com,,Private,"$99,470","$12,274",,"207,000","$99,470.34.2%","$12,274.4132.4%","$178,026.6-","$71,490.9-",12.3%,6.9%,17.2%
https://fortune.com/company/humana/,1/29/25,U.S.,"Louisville, Ky.",Health Care: Insurance and Managed Care,James A. Rechtin,https://www.humana.com,HUM,Public,"$115,010","$1,359","$33,654","67,600","$106,37414.5%","$2,489-11.3%","$47,065-","$16,262-",2.3%,5.3%,15.3%
https://fortune.com/company/hunan-iron-amp-steel-group/,8/5/24,China,"Changsha, China",Metals,Li Jianyu,https://www.chinavalin.com,,Private,"$33,345",$834,,"36,114","$33,344.81.9%",$834-29.1%,"$24,473.1-","$6,068.4-",2.5%,3.4%,13.7%
https://fortune.com/company/hyundai-mobis/,1/29/25,South Korea,Seoul,Motor Vehicle Parts,Gyu Suk Lee,https://www.mobis.co.kr,,Public,"$42,558","$2,551","$16,193","46,183","$45,368.712.8%","$2,620.636.1%","$45,225.4-","$31,367.8-",5.8%,5.8%,8.4%
https://fortune.com/company/hyundai-motor/,8/5/24,South Korea,Seoul,Motor Vehicles & Parts,Euisun Chung/Jae-Hoon Chang,https://www.hyundai.com/worldwide/en,HYMTF,Public,"$124,577","$9,159","$40,646","73,502","$124,576.712.8%","$9,158.660.5%","$218,047.7-","$71,403.3-",7.4%,4.2%,12.8%
https://fortune.com/company/iberdrola/,10/23/24,Spain,Bilbao,Utilities,Armando Martínez Martínez,https://www.iberdrola.com,IBDRY,Public,"$53,334","$5,192","$94,794","41,448","$53,334.1-6%","$5,192.313.78%","$165,709-","$47,615-",9.74%,3.13%,10.9%
https://fortune.com/company/ibm/,1/29/25,U.S.,"Armonk, N.Y.",Information Technology Services,Arvind Krishna,https://www.ibm.com,IBM,Public,"$62,580","$6,397","$203,450","282,200","$61,8602.2%","$7,502357.7%","$135,241-","$22,533-",12.1%,5.6%,33.3%
https://fortune.com/company/idemitsu-kosan/,8/5/24,Japan,Tokyo,Petroleum Refining,Shunichi Kito,https://www.idemitsu.com,IDKOY,Public,"$53,043","$1,581","$9,127","16,571","$53,042.6-13.7%","$1,581.1-15.6%","$33,145.7-","$10,484.1-",3%,4.8%,15.1%
https://fortune.com/company/indian-oil/,8/5/24,India,New Delhi,Petroleum Refining,Shrikant Madhav Vaidya,https://www.iocl.com,,Public,"$94,273","$5,042","$28,690","31,942","$94,273-10.5%","$5,042.3313.5%","$57,878.1-","$22,007.9-",5.4%,8.7%,22.9%
https://fortune.com/company/inditex/,1/29/25,Spain,"A Coruna, Spain",Specialty Retailers,Óscar García Maceiras,https://www.inditex.com,IDEXY,Public,"$41,048","$6,227","$161,187","153,541","$38,90314.02%","$5,823.534.6%","$35,554-","$20,248-",14.97%,16.38%,28.76%
https://fortune.com/company/industrial-commercial-bank-of-china/,8/5/24,China,Beijing,Banks: Commercial and Savings,Liao Lin,https://www.icbc-ltd.com,IDCBY,Public,"$222,484","$51,417","$279,741","419,252","$222,484.23.6%","$51,417-4.1%","$6,297,314.5-","$529,303-",23.1%,0.8%,9.7%
https://fortune.com/company/industrial-bank/,8/5/24,China,"Fuzhou, China",Banks: Commercial and Savings,Lyu Jiajin,https://www.cib.com.cn,,Public,"$59,152","$10,893","$48,734","66,569","$59,152.3-3%","$10,893.3-19.8%","$1,431,193.6-","$112,179-",18.4%,0.8%,9.7%
https://fortune.com/company/ing-group/,10/23/24,Netherlands,Amsterdam,Banks: Commercial and Savings,Steven van Rijswijk,https://www.ing.com,ING,Public,"$60,401","$4,476","$55,104","59,434","$60,40125.67%","$4,475.6-64.91%","$1,082,725-","$60,398-",7.41%,0.41%,7.41%
https://fortune.com/company/ingka-group/,10/23/24,Netherlands,Leiden,Specialty Retailers,Jesper Brodin,https://www.ingka.com,,Private,"$46,938","$1,597",,"165,353","$46,9381.74%","$1,596.7406.92%","$61,283-","$50,596-",3.4%,2.61%,3.16%
https://fortune.com/company/intel/,8/5/24,U.S.,"Santa Clara, Calif.",Semiconductors and Other Electronic Components,Patrick P. Gelsinger,https://www.intel.com,INTC,Public,"$54,228","$1,689","$146,692","124,800","$54,228-14%","$1,689-78.9%","$191,572-","$105,590-",3.1%,0.9%,1.6%
https://fortune.com/company/intesa-sanpaolo/,10/23/24,Italy,Turin,Banks: Commercial and Savings,Carlo Messina,https://www.group.intesasanpaolo.com,ISNPY,Public,"$52,004","$8,350","$76,389","94,368","$52,004.433.91%","$8,350.182.34%","$1,064,248-","$68,866-",16.06%,0.78%,12.13%
https://fortune.com/company/itau-unibanco-holding/,8/5/24,Brazil,Sao Paulo,Banks: Commercial and Savings,Milton Maluhy Filho,https://www.itau.com.br,ITUB,Public,"$68,455","$6,630","$56,012","95,702","$68,45519.5%","$6,630.115.2%","$524,123.6-","$39,194.8-",9.7%,1.3%,16.9%
https://fortune.com/company/itochu/,8/5/24,Japan,Osaka,Trading,Masahiro Okafuji,https://www.itochu.co.jp,ITOCY,Public,"$97,074","$5,548","$80,565","136,334","$97,074.1-5.8%","$5,547.5-6.2%","$95,818.7-","$35,887.9-",5.7%,5.8%,15.5%
https://fortune.com/company/j-sainsbury/,10/23/24,Britain,London,Food and Drug Stores,Simon Roberts,https://www.about.sainsburys.co.uk,JSAIY,Public,"$41,088",$172,"$8,449","100,000","$41,088.48.38%",$172.1-30.92%,"$31,667-","$8,678-",0.42%,0.54%,1.98%
https://fortune.com/company/jabil-circuit/,8/5/24,U.S.,St. Petersburg,Semiconductors and Other Electronic Components,Michael K. Dastoor,https://www.jabil.com,JBL,Public,"$34,702",$818,"$13,080","236,000","$34,7023.7%",$818-17.9%,"$19,424-","$2,866-",2.4%,4.2%,28.5%
https://fortune.com/company/japan-post-holdings/,8/5/24,Japan,Tokyo,"Insurance: Life, Health (stock)",Hiroya Masuda,https://www.japanpost.jp/en/,,Public,"$82,906","$1,859","$34,095","221,387","$82,905.50.8%","$1,859.1-41.6%","$1,975,196.1-","$62,169.5-",2.2%,0.1%,3%
https://fortune.com/company/jardine-matheson/,8/5/24,China,Hong Kong,Motor Vehicles & Parts,John Witt,https://www.jardines.com,JMHLY,Public,"$36,049",$686,"$10,449","443,000","$36,049-4.4%",$68693.8%,"$89,182-","$29,010-",1.9%,0.8%,2.4%
https://fortune.com/company/jbs/,8/5/24,Brazil,Sao Paulo,Food Production,Gilberto Tomazoni,https://jbs.com.br,JBSAY,Public,"$72,863",$-213,"$13,034","272,565","$72,863.20.3%",$-212.5-107.1%,"$42,483.1-","$8,934.5-",-0.3%,-0.5%,-2.4%
https://fortune.com/company/jd-com/,8/5/24,China,Beijing,Internet Services and Retailing,Sandy Ran Xu,https://www.jd.com,JD,Public,"$153,217","$3,414","$40,781","517,124","$153,217.4-1.5%","$3,413.8121.2%","$88,613.1-","$32,666.2-",2.2%,3.9%,10.5%
https://fortune.com/company/jeronimo-martins/,10/23/24,Portugal,Lisbon,Food and Drug Stores,Pedro Soares dos Santos,https://www.jeronimomartins.com,JRONY,Public,"$33,089",$817,"$11,883","134,379","$33,089.123.93%",$817.331.71%,"$15,791-","$3,108-",2.47%,5.18%,26.3%
https://fortune.com/company/jfe-holdings/,8/5/24,Japan,Tokyo,Metals,Yoshihisa  Kitano,https://www.jfe-holdings.co.jp,JFEEF,Public,"$35,804","$1,366","$9,447","62,218","$35,803.7-8%","$1,36613.7%","$38,056.9-","$16,295-",3.8%,3.6%,8.4%
https://fortune.com/company/jiangsu-shagang-group/,8/5/24,China,"Zhangjiagang, China",Metals,Shen Bin,https://www.shasteel.cn,,Private,"$39,241",$228,,"44,004","$39,241.3-8.3%",$227.7-59.2%,"$51,667.9-","$11,211-",0.6%,0.5%,2.1%
https://fortune.com/company/jiangxi-copper/,8/5/24,China,"Guixi, China",Metals,Zheng Gaoqing,https://www.jxcc.com,,Private,"$78,243",$371,,"32,746","$78,243.24.4%",$371.2-20%,"$31,154-","$4,857.7-",0.5%,1.2%,7.6%
https://fortune.com/company/jinchuan-group/,8/5/24,China,"Jinchang City, China",Metals,Ruan  Ying,https://www.jnmc.com,,Private,"$49,901","$1,360",,"31,025","$49,900.70.9%","$1,359.522.2%","$21,777-","$8,847.4-",2.7%,6.2%,15.4%
https://fortune.com/company/jingye-group/,8/5/24,China,"Shijiazhuang, China",Metals,Li Ganpo,https://www.hbjyjt.com,,Private,"$48,120",$249,,"33,000","$48,1205.3%",$248.9-24.4%,"$13,369.9-","$5,216.1-",0.5%,1.9%,4.8%
https://fortune.com/company/datong-coal-mine-group/,8/5/24,China,"Datong, China","Mining, Crude-Oil Production",Li Guobiao,https://www.jnkgjtnews.com,,Private,"$63,640",$994,,"439,051","$63,639.8-18.2%",$993.6177%,"$159,091.1-","$10,657.7-",1.6%,0.6%,9.3%
https://fortune.com/company/johnson-johnson/,1/29/25,U.S.,"New Brunswick, N.J.",Pharmaceuticals,Joaquin Duato,https://www.jnj.com,JNJ,Public,"$88,821","$14,066","$349,033","131,900","$95,1950.3%","$35,15395.9%","$167,558-","$68,774-",36.9%,21%,51.1%
https://fortune.com/company/jpmorgan-chase/,1/29/25,U.S.,New York City,Megabanks,James Dimon,https://www.jpmorganchase.com,JPM,Public,"$278,906","$58,471","$710,451","317,233","$239,42554.7%","$49,55231.5%","$3,875,393-","$327,878-",20.7%,1.3%,15.1%
https://fortune.com/company/kb-financial-group/,8/5/24,South Korea,Seoul,Banks: Commercial and Savings,Jong Hee Yang,https://www.kbfg.com,KB,Public,"$50,228","$3,547","$24,997","25,003","$50,228.415.1%","$3,546.54.2%","$552,514.4-","$43,947-",7.1%,0.6%,8.1%
https://fortune.com/company/kddi/,8/5/24,Japan,Tokyo,Telecommunications,Makoto Takahashi,https://www.kddi.com,KDDIY,Public,"$39,813","$4,414","$62,345","61,288","$39,812.7-5%","$4,413.5-11.8%","$93,546.2-","$34,739.9-",11.1%,4.7%,12.7%
https://fortune.com/company/kia-motors/,8/5/24,South Korea,Seoul,Motor Vehicles & Parts,Ho-Sung Song,https://www.kia.com,,Public,"$76,419","$6,720","$34,685","52,871","$76,419.414%","$6,720.260.4%","$62,240.7-","$35,936.1-",8.8%,10.8%,18.7%
https://fortune.com/company/koc-holding/,10/23/24,Turkey,Istanbul,Energy,Levent Çakiroglu,https://www.koc.com.tr,KHOLY,Public,"$67,483","$3,038","$13,374","119,306","$67,482.723.9%","$3,037.6-27.95%","$96,812-","$13,705-",4.5%,3.14%,22.16%
https://fortune.com/company/korea-electric-power/,8/5/24,South Korea,"Naju, Jeollanam-do, South Korea",Utilities,Dong-Cheol  Kim,https://www.kepco.co.kr,KEP,Public,"$66,977","$-3,692","$9,105","48,696","$66,977.222.6%","$-3,692.4-","$185,048.1-","$27,670.6-",-5.5%,-2%,-13.3%
https://fortune.com/company/korea-gas/,8/5/24,South Korea,"Daegu, South Korea",Utilities,Yeon-Hye Choi,https://www.kogas.or.kr,,Public,"$34,115",$-583,"$2,833","4,163","$34,114.8-14.9%",$-582.8-150.4%,"$44,197.8-","$7,431.6-",-1.7%,-1.3%,-7.8%
https://fortune.com/company/kroger/,8/5/24,U.S.,Cincinnati,Food & Drug Stores,W. Rodney McMullen,https://www.thekrogerco.com,KR,Public,"$150,039","$2,164","$37,620","414,000","$150,0391.2%","$2,164-3.6%","$50,505-","$11,615-",1.4%,4.3%,18.6%
https://fortune.com/company/loreal/,1/29/25,France,"Clichy, France",Soaps and Cosmetics,Nicolas Hieronimus,https://www.loreal.com,LRLCY,Public,"$46,216","$7,009","$181,091","94,605","$44,520.710.64%","$6,685.311.38%","$57,273-","$32,112-",15.02%,11.67%,20.82%
https://fortune.com/company/la-poste/,1/29/25,France,Paris,Delivery,Philippe Wahl,https://www.lapostegroupe.com,,Private,"$36,744",$593,,"226,587","$36,834.9-1.04%",$555.7-56.08%,"$845,509-","$24,767-",1.51%,0.07%,2.24%
https://fortune.com/company/landesbank-baden-wurttemberg/,10/23/24,Germany,Stuttgart,Banks: Commercial and Savings,Rainer Neske,https://www.lbbw.de,,Public,"$48,567","$1,080",,"10,434","$48,566.6137.8%","$1,080-32.31%","$368,130-","$17,723-",2.22%,0.29%,6.09%
https://fortune.com/company/lennar/,1/29/25,U.S.,Miami,Homebuilders,Jonathan M. Jaffe/Stuart A. Miller,https://www.lennar.com,LEN,Public,"$35,441","$3,933","$37,443","12,284","$34,233.41.7%","$3,938.5-14.6%","$39,234.3-","$26,580.7-",11.5%,10%,14.8%
https://fortune.com/company/lenovo-group/,1/29/25,China,Hong Kong,Computers,Yang Yuanqing,https://www.lenovo.com,LNVGY,Public,"$62,851","$1,187","$14,622","70,200","$56,863.8-8.2%","$1,010.5-37.2%","$38,751-","$5,582.6-",1.8%,2.6%,18.1%
https://fortune.com/company/lg-chem/,8/5/24,South Korea,Seoul,Chemicals,Hak-Cheol Shin,https://www.lgchem.co.kr,,Public,"$42,922","$1,024","$18,319","40,000","$42,921.66.7%","$1,024.3-28.4%","$59,800.5-","$24,851.1-",2.4%,1.7%,4.1%
https://fortune.com/company/lg-electronics/,1/29/25,South Korea,Seoul,Electronics,William Cho,https://www.lg.com,,Public,"$65,528",$578,"$9,476","74,000","$64,490.5-0.7%",$545.8-41.1%,"$46,502.9-","$15,180.2-",0.9%,1.2%,3.6%
https://fortune.com/company/liberty-mutual-insurance-group/,8/5/24,U.S.,Boston,Insurance: Property and Casualty (Stock),Timothy M. Sweeney,https://www.libertymutual.com,,Private,"$52,612",$213,,"45,000","$52,6125.3%",$213-48.6%,"$165,208-","$24,864-",0.4%,0.1%,0.9%
https://fortune.com/company/life-insurance-corp-of-india/,8/5/24,India,Mumbai,"Insurance: Life, Health (stock)",Siddhartha Mohanty,https://www.licindia.in,,Public,"$103,548","$4,944","$80,290","98,463","$103,547.65.1%","$4,94410.3%","$637,867-","$9,928.7-",4.8%,0.8%,49.8%
https://fortune.com/company/linde/,1/29/25,U.K.,"Woking, Surrey, U.K.",Chemicals,Sanjiv Lamba,https://www.linde.com,LIN,Public,"$33,025","$6,383","$203,786","65,987","$32,854-1.53%","$6,19949.48%","$80,811-","$39,720-",18.87%,7.67%,15.61%
https://fortune.com/company/lloyds-banking-group/,10/23/24,Britain,London,Banks: Commercial and Savings,Charlie Nunn,https://lloydsbankinggroup.com,LYG,Public,"$66,698","$6,786","$48,175","62,569","$66,697.6399.61%","$6,785.70.82%","$1,123,443-","$60,112-",10.17%,0.6%,11.29%
https://fortune.com/company/lockheed-martin/,1/29/25,U.S.,"Bethesda, Md.",Aerospace and Defense,James D. Taiclet Jr.,https://www.lockheedmartin.com,LMT,Public,"$71,043","$5,336","$114,718","121,000","$67,5712.4%","$6,92020.7%","$52,456-","$6,835-",10.2%,13.2%,101.2%
https://fortune.com/company/louis-dreyfus/,10/23/24,Netherlands,Rotterdam,Food Production,Michael Gelchie,https://www.ldc.com,,Private,"$50,624","$1,013",,"17,017","$50,624-15.53%","$1,0130.7%","$22,076-","$6,630-",2%,4.59%,15.28%
https://fortune.com/company/lowes/,1/29/25,U.S.,"Mooresville, N.C.",Specialty Retailers,Marvin R. Ellison,https://www.lowes.com,LOW,Public,"$83,722","$6,853","$144,957","244,500","$86,377-11%","$7,72620%","$41,795-","$-15,050-",8.9%,18.5%,-
https://fortune.com/company/lufthansa-group/,1/29/25,Germany,"Cologne, Germany",Airlines,Carsten Spohr,https://www.lufthansagroup.com,DLAKY,Public,"$40,007",$965,"$7,078","100,518","$40,455.417.38%","$1,808.6117.4%","$50,056-","$10,668-",4.47%,3.61%,16.95%
https://fortune.com/company/lukoil/,10/23/24,Russia,Moscow,Petroleum Refining,Vadim N Vorobyov,https://www.lukoil.com,LUKOY,Public,"$75,013","$13,552","$40,208","107,596","$75,012.8-","$13,551.9-","$95,935-","$71,213-",18.07%,14.13%,19.03%
https://fortune.com/company/luxshare-precision-industry/,8/5/24,China,"Dongguan, China","Electronics, Electrical Equip.",Grace Wang,https://www.luxshare-ict.com,SZ: 002475,Public,"$32,759","$1,547","$40,672","232,585","$32,758.53%","$1,547.213.6%","$22,822.9-","$7,933.5-",4.7%,6.8%,19.5%
https://fortune.com/company/lyondellbasell-industries/,10/23/24,Netherlands,Rotterdam,Chemicals,Peter Vanacker,https://www.lyondellbasell.com,LYB,Public,"$41,107","$2,114","$29,931","20,000","$41,107-18.52%","$2,114-45.54%","$37,000-","$12,930-",5.14%,5.71%,16.35%
https://fortune.com/company/maersk-group/,1/29/25,Denmark,Copenhagen,"Trucking, Transportation, Logistics",Vincent Clerc,https://www.maersk.com,AMKBY,Public,"$52,629","$3,588","$23,139","105,909","$51,065-37.37%","$3,822-86.91%","$82,100-","$54,030-",7.48%,4.66%,7.07%
https://fortune.com/company/magna-international/,8/5/24,Canada,"Aurora, Ontario, Canada",Motor Vehicles & Parts,Seetarama Kotagiri,https://www.magna.com,MGA,Public,"$42,797","$1,213","$12,787","166,000","$42,79713.1%","$1,213104.9%","$32,255-","$11,884-",2.8%,3.8%,10.2%
https://fortune.com/company/mapfre-group/,10/23/24,Spain,Madrid,Insurance: Property and Casualty (Stock),Antonio Huertas Mejías,https://www.mapfre.com,MPFRY,Public,"$36,098",$732,"$8,466","30,873","$36,097.745.71%",$732.18.4%,"$60,688-","$9,351-",2.03%,1.21%,7.83%
https://fortune.com/company/marathon-petroleum/,10/29/2024,U.S.,"Findlay, Ohio",Petroleum Refining,Maryann T. Mannen,https://www.marathonpetroleum.com,MPC,Public,"$148,441","$7,894","$55,350","18,200","$150,307-16.5%","$9,681-33.3%","$85,987-","$24,404-",6.4%,11.3%,39.7%
https://fortune.com/company/marubeni/,8/5/24,Japan,Tokyo,Trading,Masumi Kakinoki,https://www.marubeni.com,MARUY,Public,"$50,167","$3,262","$32,535","53,804","$50,166.9-26.1%","$3,261.7-18.7%","$59,010.7-","$22,878.5-",6.5%,5.5%,14.3%
https://fortune.com/company/massachusetts-mutual-life-insurance/,1/29/25,U.S.,"Springfield, Mass.",Insurance: Life and Health,Roger W. Crandall,https://www.massmutual.com,,Private,"$42,641",$-772,,"11,323","$42,641.45.9%",$-771.6-152%,"$397,895-","$28,876.7-",-1.8%,-0.2%,-2.7%
https://fortune.com/company/mazda-motor/,8/5/24,Japan,"Hiroshima, Japan",Motor Vehicles & Parts,Masahiro  Moro,https://www.mazda.com,MZDAY,Public,"$33,403","$1,437","$6,076","48,685","$33,40318.2%","$1,437.136.2%","$25,074.5-","$9,395.1-",4.3%,5.7%,15.3%
https://fortune.com/company/mckesson/,8/5/24,U.S.,"Irving, Texas",Wholesalers: Health Care,Brian S. Tyler,https://www.mckesson.com,MCK,Public,"$308,951","$3,002","$75,007","48,000","$308,95111.7%","$3,002-15.7%","$67,443-","$-1,971-",1%,4.5%,-
https://fortune.com/company/meiji-yasuda-life-insurance/,8/5/24,Japan,Tokyo,"Insurance: Life, Health (Mutual)",Hideki Nagashima,https://www.meijiyasuda.co.jp,,Private,"$37,897","$1,062",,"47,140","$37,897.4-5.3%","$1,062.367.5%","$349,493.5-","$8,145.9-",2.8%,0.3%,13%
https://fortune.com/company/meituan/,8/5/24,China,Beijing,Internet Services and Retailing,Wang Xing,https://about.meituan.com/,MPNGY,Public,"$39,093","$1,957","$93,842","114,860","$39,092.519.6%","$1,957.3-","$41,284.6-","$21,417-",5%,4.7%,9.1%
https://fortune.com/company/mercadona/,10/23/24,Spain,Valencia,Food and Drug Stores,Juan Roig,https://www.mercadona.es,,Private,"$35,525","$1,091",,"98,700","$35,525.418.66%","$1,090.744.4%","$14,943-","$9,208-",3.07%,7.3%,11.85%
https://fortune.com/company/daimler/,10/23/24,Germany,Stuttgart,Motor Vehicles and Parts,Ola Källenius,https://group.mercedes-benz.com,MBGYY,Public,"$165,638","$15,417","$59,811","166,056","$165,637.84.98%","$15,4171.08%","$290,504-","$101,362-",9.31%,5.31%,15.21%
https://fortune.com/company/merck/,1/29/25,U.S.,"Rahway, N.J.",Pharmaceuticals,Robert M. Davis,https://www.merck.com,MRK,Public,"$63,174","$12,148","$253,191","71,000","$60,1151.4%",$365-97.5%,"$106,675-","$37,581-",0.6%,0.3%,1%
https://fortune.com/company/facebook/,1/29/25,U.S.,"Menlo Park, Calif.",Internet Services and Retailing,Mark Zuckerberg,https://investor.fb.com,META,Public,"$156,227","$55,539","$1,558,471","72,404","$134,90215.7%","$39,09868.5%","$229,623-","$153,168-",29%,17%,25.5%
https://fortune.com/company/metlife/,1/29/25,U.S.,New York City,Insurance: Life and Health,Michel A. Khalaf,https://www.metlife.com,MET,Public,"$71,344","$3,762","$58,807","45,000","$66,905-4.3%","$1,578-37.9%","$687,584-","$30,015-",2.4%,0.2%,5.3%
https://fortune.com/company/metro/,10/23/24,Germany,Düsseldorf,Wholesalers: Food and Grocery,Steffen Greubel,https://www.metroag.de,MTTWF,Public,"$32,579",$468,"$1,867","81,834","$32,579.21.22%",$468.1-,"$12,326-","$2,128-",1.44%,3.8%,22%
